id,name,rating,review,price_level,category,services,address,open_hours,phone,latitude,longitude,url,cluster,source_category,source_file,_lat_r,_lon_r,rejection_reason
2278,Klinik dan Apotek Biocare,4.1,157,0,Medical clinic,[],"Komp. Ruko Tunas Regency Blok A1 No. 12 Tj. Uncang, Sungai Binti, Kec. Sagulung, Kota Batam, Kepulauan Riau 29425, Indonesia",[],+62 822-1722-0000,1.0490754,103.9335786,https://www.google.com/maps/place/Klinik+dan+Apotek+Biocare/data=!4m7!3m6!1s0x31d98d3ebcd2128d:0xf7843b4d367beed2!8m2!3d1.0490754!4d103.9335786!16s%2Fg%2F11cjhrblqb!19sChIJjRLSvD6N2TER0u57Nk07hPc?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.04908,103.93358,duplicate_cross_file
2376,Pustu Sei Jodoh Batam (Public medical center),0.0,0,0,,,"5244+7WF, Jodoh River, Batu Ampar, Batam City, Riau Islands 29444",[object Object],,1.1556834,104.0073114,https://www.google.com/maps/place/Pustu+Sei+Jodoh+Batam/data=!4m7!3m6!1s0x31d9890cfeab3bbb:0x27b02b8eb81d2b3d!8m2!3d1.1556834!4d104.0073114!16s%2Fg%2F11jr95x8d4!19sChIJuzur_gyJ2TERPSsduI4rsCc?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.15568,104.00731,duplicate_cross_file
2428,AGEN ERTO'S BATAM,4.5,13,0,Health and beauty shop,,"Central Residence Sukajadi No.166, Batam Kota, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",[object Object],0858-3436-3436,1.1009179,104.0346969,https://www.google.com/maps/place/AGEN+ERTO%27S+BATAM/data=!4m7!3m6!1s0x31d98ecb4816a9cd:0x428c940fe7b4a2dd!8m2!3d1.1009179!4d104.0346969!16s%2Fg%2F11hbjhmf_g!19sChIJzakWSMuO2TER3aK05w-UjEI?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.10092,104.0347,duplicate_cross_file
2560,Stokist Sari Uncariae Batam,5.0,1,0,Herbal medicine store,,"Mangsang Lestari Blok A.241, Tj. Piayu, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia",[object Object],+62 813-7263-8088,1.0368244,104.0714371,https://www.google.com/maps/place/Stokist+Sari+Uncariae+Batam/data=!4m7!3m6!1s0x31d98fed88cb2147:0x148f8af20791b16d!8m2!3d1.0368244!4d104.0714371!16s%2Fg%2F11h4nrwp7y!19sChIJRyHLiO2P2TERbbGRB_KKjxQ?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.03682,104.07144,duplicate_cross_file
2613,Apotek Kimia Farma Simpang Kara,4.3,76,0,Pharmacy,,"Housing, Komplek, Jl. Golden Land Jl. Ahmad Yani No.3 Blok L No, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432","[{""day"": ""Wednesday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Monday"", ""hours"": ""07:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""07:00 - 22:00""}]",0822-6885-9926,1.1103961,104.0409899,https://www.google.com/maps/place/Apotek+Kimia+Farma+Simpang+Kara/data=!4m7!3m6!1s0x31d98936af7993df:0xa033829b1d4ac1a2!8m2!3d1.1103961!4d104.0409899!16s%2Fg%2F11mxjbjnfr!19sChIJ35N5rzaJ2TERosFKHZuCM6A?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.1104,104.04099,duplicate_cross_file
2659,PT Buana sehat sentosa (Medical office),0.0,0,0,,,,"[{""day"": ""Wednesday"", ""hours"": ""08:00 - 16:00""}, {""day"": ""Thursday"", ""hours"": ""08:00 - 16:00""}, {""day"": ""Friday"", ""hours"": ""08:00 - 16:00""}, {""day"": ""Saturday"", ""hours"": ""20:00 - 00:00""}, {""day"": ""Sunday"", ""hours"": ""00:00 - 16:00""}, {""day"": ""Monday"", ""hours"": ""08:00 - 16:00""}, {""day"": ""Tuesday"", ""hours"": ""08:00 - 16:00""}]",0812-7741-5566,0.837166,104.053115,https://www.google.com/maps/place/PT.Buana+sehat+sentosa/data=!4m7!3m6!1s0x62d166f309b25b01:0x4c89e5528b222e9!8m2!3d0.837166!4d104.053115!16s%2Fg%2F11trzpchmt!19sChIJAVuyCfNm0WIR6SKyKFWeyAQ?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,0.83717,104.05312,duplicate_cross_file
2680,PT BERKAH ANEKA KARYA (Health and beauty shop),0.0,0,0,,,,[object Object],0811-7040-171,0.837166,104.053115,https://www.google.com/maps/place/PT+BERKAH+ANEKA+KARYA/data=!4m7!3m6!1s0x8f7aa9338a8f6fcb:0x6bab38586cdf1f05!8m2!3d0.837166!4d104.053115!16s%2Fg%2F11v6fj6565!19sChIJy2-PijOpeo8RBR_fbFg4q2s?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,0.83717,104.05312,duplicate_cross_file
2697,IIS SALON,5.0,1,0,Beauty salon,,"2XH5+FM9, Jl. Dapur 12 Jl. Kav Bukit Kamboja, Sei Pelunggut, Kec. Sagulung, Kota Batam, Kepulauan Riau 29439",[object Object],,1.028673,103.9592299,https://www.google.com/maps/place/IIS+SALON/data=!4m7!3m6!1s0x31d98d7fbfb2ebcb:0x34f82004e79655ef!8m2!3d1.028673!4d103.9592299!16s%2Fg%2F11vpjk_m3r!19sChIJy-uyv3-N2TER71WW5wQg-DQ?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.02867,103.95923,duplicate_cross_file
2701,SR12 Herbal Batam (Cosmetics store),0.0,0,0,,,,[object Object],0819-9111-9203,1.7012151,106.2211275,https://www.google.com/maps/place/SR12+Herbal+Batam/data=!4m7!3m6!1s0x31d98b7f95a5db73:0x8f1fe07d8819b361!8m2!3d1.7012151!4d106.2211275!16s%2Fg%2F11g_sydsdn!19sChIJc9ullX-L2TERYbMZiH3gH48?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.70122,106.22113,duplicate_cross_file
2722,Baba Parfume Batam,5.0,5,0,Cosmetics store,,"Kavling Bukit Seroja Blok I No 132-133 RT03/RW08, Sei Pelunggut, Kec. Sagulung, Kota Batam, Kepulauan Riau 29465",[object Object],0857-6780-6536,1.0405246,103.9489388,https://www.google.com/maps/place/Baba+Parfume+Batam/data=!4m7!3m6!1s0x31d987936a8d03b7:0xe82e61492b9359c0!8m2!3d1.0405246!4d103.9489388!16s%2Fg%2F11q3f0jtq3!19sChIJtwONapOH2TERwFmTK0lhLug?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.04052,103.94894,duplicate_cross_file
2726,Distributor SYR Glowing (Stock),0.0,0,0,,,,[object Object],0812-6643-2048,-2.44565,117.8888,https://www.google.com/maps/place/Distributor+SYR+Glowing/data=!4m7!3m6!1s0x31d98bcce5666b5d:0x31cd9595a650b499!8m2!3d-2.44565!4d117.8888!16s%2Fg%2F11j6s01c17!19sChIJXWtm5cyL2TERmbRQppWVzTE?authuser=0&hl=en&rclk=1,0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,-2.44565,117.8888,duplicate_cross_file
2760,RH Radiantz Batam,5.0,5,0,Health and beauty shop,,"Batam Center, Graha Mas, Komplek Rezeki, Blk. A No.5, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461","[{""day"": ""Wednesday"", ""hours"": ""09:00 - 18:30""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 18:30""}, {""day"": ""Friday"", ""hours"": ""09:00 - 18:30""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 18:30""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 12:00""}, {""day"": ""Monday"", ""hours"": ""09:00 - 18:30""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 18:30""}]",0813-6313-7363,1.1254697,104.0250095,https://www.google.com/maps/place/RH+Radiantz+Batam/data=!4m7!3m6!1s0x31d989f573ea7451:0xdd9fdc32855f773a!8m2!3d1.1254697!4d104.0250095!16s%2Fg%2F11fsvkc194!19sChIJUXTqc_WJ2TEROndfhTLcn90?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12547,104.02501,duplicate_cross_file
2789,HWI - Distribution Centre Batam,5.0,5,0,Beauty product supplier,,"Ruko Aku Tahu Blok F No.8, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29433","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 17:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 18:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 18:00""}]",0895-1522-0027,1.1339753,104.0337903,https://www.google.com/maps/place/HWI+-+Distribution+Centre+Batam/data=!4m7!3m6!1s0x31d98918d8a9996b:0xa8ea5438f77233ee!8m2!3d1.1339753!4d104.0337903!16s%2Fg%2F11grbzcpwd!19sChIJa5mp2BiJ2TER7jNy9zhU6qg?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.13398,104.03379,duplicate_cross_file
2803,KOORA Aesthetic Clinic Batam,4.8,99,0,Skin care clinic,,"Ruko Orchid Batam Center blok B1 No 7-10, Panas River, Batam Kota, Batam City, Riau Islands 29433","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 19:00""}]",0811-7772-258,1.1254905,104.0272761,"https://www.google.com/maps/place/KOORA+Aesthetic+Clinic+Batam/@1.1254905,104.0272761,17z/data=!3m1!4b1!4m6!3m5!1s0x31d98f027ac80c89:0xde8a9e54d6233ce5!8m2!3d1.1254905!4d104.0272761!16s%2Fg%2F11fg48zmj9?authuser=0&hl=en&entry=ttu",5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12549,104.02728,duplicate_cross_file
2811,Skinderma Aesthetic Clinic,5.0,24,0,Skin care clinic,,"Jl. Ruko Greenland No.7 blok c, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 19:00""}]",0812-6188-4912,1.1243397,104.0475553,https://www.google.com/maps/place/Skinderma+Aesthetic+Clinic/data=!4m7!3m6!1s0x31d9897c7fc6f321:0xcb9652daea1608cf!8m2!3d1.1243397!4d104.0475553!16s%2Fg%2F11sw_qcwjv!19sChIJIfPGf3yJ2TERzwgW6tpSlss?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12434,104.04756,duplicate_cross_file
2818,Eudora Aesthetic Clinic - Batam Centre,4.6,150,0,Health and beauty shop,,"Jl. Raja Haji Fisabilillah No.12 B Komp. Ruko Mahkota Raya A No.19-20, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444","[{""day"": ""Wednesday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Monday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 21:00""}]",0811-7777-619,1.1292062,104.0372111,https://www.google.com/maps/place/Eudora+Aesthetic+Clinic+-+Batam+Centre/data=!4m7!3m6!1s0x31d98948c3acf85d:0x8b45a4eceb6aefd2!8m2!3d1.1292062!4d104.0372111!16s%2Fg%2F11fksw0rtz!19sChIJXfisw0iJ2TER0u9q6-ykRYs?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12921,104.03721,duplicate_cross_file
2837,Natasha Skin Clinic Centre,4.8,293,0,Skin care clinic,,"Mega Mall Batam Center First Floor No. 261-262, Jl. Engku Putri, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 21:00""}]",(0778) 470282,1.1290439,104.0560382,https://www.google.com/maps/place/Natasha+Skin+Clinic+Centre/data=!4m7!3m6!1s0x31d988cb9d3ac5cd:0x31abc6a4100c963e!8m2!3d1.1290439!4d104.0560382!16s%2Fg%2F12qf__zy_!19sChIJzcU6ncuI2TERPpYMEKTGqzE?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12904,104.05604,duplicate_cross_file
2838,PUSATT OOBATT AABORRSIII KAANDUNGAAN CYTTOOTTEC (Drug store),0.0,0,0,,,"Komp, Indonesia Batam centre, Jl. Ruko Greenland No.12 Blk. A5, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",[object Object],,1.1256651,104.0481281,https://www.google.com/maps/place/PUSATT+OOBATT+AABORRSIII+KAANDUNGAAN+CYTTOOTTEC/data=!4m7!3m6!1s0x31d989007c3ca293:0x58578502e89b91ec!8m2!3d1.1256651!4d104.0481281!16s%2Fg%2F11vt8b5cpq!19sChIJk6I8fACJ2TER7JGb6AKFV1g?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12567,104.04813,duplicate_cross_file
2844,Dr's Clinique,4.9,1585,0,Skin care clinic,,"Ruko Mitra Junction Blok B1 No.12-12B, Teluk Tering, Batam Kota, Batam City, Riau Islands 29461","[{""day"": ""Wednesday"", ""hours"": ""09:30 - 19:00""}, {""day"": ""Thursday"", ""hours"": ""09:30 - 19:00""}, {""day"": ""Friday"", ""hours"": ""09:30 - 19:00""}, {""day"": ""Saturday"", ""hours"": ""09:30 - 19:00""}, {""day"": ""Sunday"", ""hours"": ""09:30 - 18:00""}, {""day"": ""Monday"", ""hours"": ""09:30 - 19:00""}, {""day"": ""Tuesday"", ""hours"": ""09:30 - 19:00""}]",(0778) 465565,1.1252707,104.0418317,https://www.google.com/maps/place/Dr%27s+Clinique/data=!4m7!3m6!1s0x31d9891bfd59a695:0xf4b7b06559f008fb!8m2!3d1.1252707!4d104.0418317!16s%2Fg%2F11b6gdmglj!19sChIJlaZZ_RuJ2TER-wjwWWWwt_Q?authuser=0&hl=en&rclk=1,4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12527,104.04183,duplicate_cross_file
2857,GUARDIAN - Batam Mega Mall,3.2,20,0,Health and beauty shop,,"Jl. Engku Putri, Kel.Teluk Tering, Kec.Nongsa, Batam, Kepulauan Ruai, 29432, TELUK TERING, NONGSA, Teluk Tering, Batam Kota, Batam City, Riau Islands 29432","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 21:00""}]",(0778) 47235253,1.129233,104.055845,"https://www.google.com/maps/place/GUARDIAN+-+Batam+Mega+Mall/@1.129233,104.055845,17z/data=!3m1!4b1!4m6!3m5!1s0x31d988e2cd56774f:0x8da41f3bc1e8914c!8m2!3d1.129233!4d104.055845!16s%2Fg%2F11g87gf8r2?authuser=0&hl=en&entry=ttu",-1.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12923,104.05584,duplicate_cross_file
2864,Lviors Beauty Clinic Batam,5.0,23,0,Skin care clinic,,"Komplek Ruko Mitra Junction Blok A No. 1 & 2, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 19:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 19:00""}]",(0778) 4160938,1.1247965,104.0414985,"https://www.google.com/maps/place/Lviors+Beauty+Clinic+Batam/@1.1247965,104.0414985,17z/data=!3m1!4b1!4m6!3m5!1s0x31d989c84faef04d:0x67cc93616d263959!8m2!3d1.1247965!4d104.0414985!16s%2Fg%2F11pqvgj1h2?authuser=0&hl=en&entry=ttu",4.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.1248,104.0415,duplicate_cross_file
2877,TRIDI MEDICAL CENTRE (KLINIK TRIDI MEDICAL CENTRE),4.6,202,0,Doctor,,"Kepri Mall, Sukajadi, Batam Kota, Batam City, Riau Islands 29444",[object Object],(0778) 7490500,1.1023825,104.0354965,https://www.google.com/maps/place/TRIDI+MEDICAL+CENTRE/data=!4m7!3m6!1s0x31d98934a34d01c5:0xcff4f42d4ac34503!8m2!3d1.1023825!4d104.0354965!16s%2Fg%2F11c37n10t4!19sChIJxQFNozSJ2TERA0XDSi309M8?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.10238,104.0355,duplicate_cross_file
2888,Eska Wellness Spa Massage and Salon (Eska Wellness Mega Mall),4.9,1509,0,Wellness center,,"Batam Centre, Mega Mall Lantai, Jl. Engku Putri No.2, Kota Batam, Kepulauan Riau 29461",[object Object],0811-7046-876,1.1296938,104.0566811,https://www.google.com/maps/place/Eska+Wellness+Spa+Massage+and+Salon/data=!4m7!3m6!1s0x31d988fd2c3a2ced:0xb9258a9885756f0f!8m2!3d1.1296938!4d104.0566811!16s%2Fg%2F11byhjztl7!19sChIJ7Sw6LP2I2TERD291hZiKJbk?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12969,104.05668,duplicate_cross_file
2920,RUKO MITRA RAYA BLOK C NO 6,5.0,3,0,Pharmacy,,"Jl. Mitra Raya No.6, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",[object Object],,1.1200584,104.0421072,https://www.google.com/maps/place/RUKO+MITRA+RAYA+BLOK+C+NO+6/data=!4m7!3m6!1s0x31d9891304817c33:0x8806669bb8a5040a!8m2!3d1.1200584!4d104.0421072!16s%2Fg%2F11j79gwp3l!19sChIJM3yBBBOJ2TERCgSluJtmBog?authuser=0&hl=en&rclk=1,0.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12006,104.04211,duplicate_cross_file
2942,Azarine Beauty House Salon,4.9,14,0,Beauty salon,,"Jl. Ruko Greenland Blok B No 8, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444","[{""day"": ""Wednesday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Thursday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Friday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Saturday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Sunday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Monday"", ""hours"": ""09:00 - 21:00""}, {""day"": ""Tuesday"", ""hours"": ""09:00 - 21:00""}]",0812-6629-6481,1.1247805,104.0470089,https://www.google.com/maps/place/Azarine+Beauty+House+Salon/data=!4m7!3m6!1s0x31d98900694103dd:0x6f11919c0f6d7919!8m2!3d1.1247805!4d104.0470089!16s%2Fg%2F11y5bh149d!19sChIJ3QNBaQCJ2TERGXltD5yREW8?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12478,104.04701,duplicate_cross_file
2944,Naavagreen Natural Skincare Tiban Batam,4.8,59,0,Skin care clinic,,"Jl. Gajah Mada, Patam Lestari, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia",[object Object],+62 811-6669-093,1.1126486,103.9764693,https://www.google.com/maps/place/Naavagreen+Natural+Skincare+Tiban+Batam/data=!4m7!3m6!1s0x31d98b339eb8018f:0xc5c5a6fbd569b0f8!8m2!3d1.1126486!4d103.9764693!16s%2Fg%2F11pl5qc8b6!19sChIJjwG4njOL2TER-LBp1fumxcU?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.11265,103.97647,duplicate_cross_file
2955,Akyla Beauty,4.5,8,0,Beauty supply store,,"One Batam Mall, B1-08A, Underground Floor, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444","[{""day"": ""Wednesday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Thursday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Friday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Saturday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Sunday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Monday"", ""hours"": ""10:00 - 22:00""}, {""day"": ""Tuesday"", ""hours"": ""10:00 - 22:00""}]",,1.1301167,104.045759,https://www.google.com/maps/place/Akyla+Beauty/data=!4m7!3m6!1s0x31d989ad42b86cdb:0x5b1967e11e62f717!8m2!3d1.1301167!4d104.045759!16s%2Fg%2F11s2lc7zmq!19sChIJ22y4Qq2J2TERF_diHuFnGVs?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.13012,104.04576,duplicate_cross_file
3012,Ionizer Alkali Water Batam,5.0,1,0,Health and beauty shop,,"Tiban Indah BTN, Blok : T, No. 51, Kota Batam, Kepulauan Riau, Indonesia",[object Object],+62 813-7822-2377,1.1207497,103.9810943,https://www.google.com/maps/place/Ionizer+Alkali+Water+Batam/data=!4m7!3m6!1s0x31d98b4d65631cf1:0x6e66eec7fe10d4cf!8m2!3d1.1207497!4d103.9810943!16s%2Fg%2F11h2pg41t6!19sChIJ8RxjZU2L2TERz9QQ_sfuZm4?authuser=0&hl=en&rclk=1,5.0,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,1.12075,103.98109,duplicate_cross_file
1528,Sei lekop,3.6,8,0,Housing society,[],"Blk. D No.14, Sungai Lekop, Kec. Sagulung, Kota Batam, Kepulauan Riau 29425, Indonesia",[],,1.0284147,103.9466862,https://www.google.com/maps/place/Sei+lekop/data=!4m7!3m6!1s0x31d98d576dc65161:0xd0981a79c9ddf6ef!8m2!3d1.0284147!4d103.9466862!16s%2Fg%2F11sd50c3vj!19sChIJYVHGbVeN2TER7_bdyXkamNA?authuser=0&hl=en&rclk=1,-1.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,1.02841,103.94669,duplicate_cross_file
4231,Batu ampar,5.0,2,0,Greenhouse & Equipment Supplier,[],"52C9+QQF, Tanjung Sengkuang, Batu Ampar, Batam City, Riau Islands, Indonesia",[],,1.171941,104.0194278,https://www.google.com/maps/place/Batu+ampar/data=!4m7!3m6!1s0x31d989d09b3635ef:0x6b3c3d120117dc87!8m2!3d1.171941!4d104.0194278!16s%2Fg%2F11t6x3ybnt!19sChIJ7zU2m9CJ2TERh9wXARI9PGs?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,1.17194,104.01943,duplicate_cross_file
4316,Batu merah,0.0,0,0,Tourist attraction,[],"52H3+9PG, Batu Merah, Batu Ampar, Batam City, Riau Islands, Indonesia",[],,1.1784466,104.0043327,https://www.google.com/maps/place/Batu+merah/data=!4m7!3m6!1s0x31da2100087ff3d5:0xc6ca662a9d95aee8!8m2!3d1.1784466!4d104.0043327!16s%2Fg%2F11vqdqf3y3!19sChIJ1fN_CAAh2jER6K6VnSpmysY?authuser=0&hl=en&rclk=1,-1.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,1.17845,104.00433,duplicate_cross_file
4515,Bengkong laut,5.0,4,0,Market,[],"524G+FCH, Bengkong Laut, Bengkong, Batam City, Riau Islands, Indonesia",[],,1.1561898,104.0260997,https://www.google.com/maps/place/Bengkong+laut/data=!4m7!3m6!1s0x31d9893c040b76b7:0x48fd015bc222bf7b!8m2!3d1.1561898!4d104.0260997!16s%2Fg%2F11k3kqf4zc!19sChIJt3YLBDyJ2TERe78iwlsB_Ug?authuser=0&hl=en&rclk=1,-1.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,1.15619,104.0261,duplicate_cross_file
4798,Grosmart Piayu,4.2,654,0,Supermarket,[],"Duriangkang, Sei Beduk, Batam City, Riau Islands 29433, Indonesia","[{ day: 'Monday', hours: '09:00 – 22:00' }, { day: 'Tuesday', hours: '09:00 – 22:00' }, { day: 'Wednesday', hours: '09:00 – 22:00' }, { day: 'Thursday', hours: '09:00 – 22:00' }, { day: 'Friday', hours: '09:00 – 22:00' }, { day: 'Saturday', hours: '09:00 – 22:00' }, { day: 'Sunday', hours: '09:00 – 22:00' }]",,1.0260498,104.0624353,https://www.google.com/maps/place/Grosmart+Piayu/data=!4m7!3m6!1s0x31d99028331f711d:0x8981a1e113099ee2!8m2!3d1.0260498!4d104.0624353!16s%2Fg%2F11bw5xtgtl!19sChIJHXEfMyiQ2TER4p4JE-GhgYk?authuser=0&hl=en&rclk=1,2.0,F&B,Indonesia.Batam.Kuliner.202406162232.db,1.02605,104.06244,duplicate_cross_file
